x,y,id
-87.53585,206.09618,26
-84.16459,211.02428,26
-83.89186,211.35385,26
-82.65878,213.06253,26
-81.45942,218.19662,26
-77.02227,222.16225,26
-73.79687,227.22046,26
-68.90199,230.29451,26
-63.68313,227.66805,26
-58.63538,224.386,26
-56.501064,220.17615,26
-53.648335,215.15065,26
-47.744106,214.32938,26
-41.768936,214.85509,26
-36.189037,217.01874,26
-35.479485,218.84561,26
-34.84312,224.7999,26
-34.863064,225.31999,26
-34.938065,225.87256,26
-35.742416,231.81076,26
-35.87309,232.7927,26
-32.7007,234.75117,26
-30.621809,236.43524,26
-28.049185,241.83258,26
-22.895323,244.5587,26
-17.109076,245.93896,26
-12.263196,249.35696,26
-8.676958,254.1672,26
-3.2672405,256.20938,26
0.39083636,256.8034,26
5.5535173,258.09128,26
6.7770433,263.26105,26
6.0790076,265.19604,26
6.981825,268.6804,26
7.068195,268.75555,26
10.451316,267.34534,26
12.790171,266.1406,26
13.479061,264.02335,26
19.308092,262.88477,26
23.02718,266.2094,26
22.99008,268.71606,26
23.544252,269.18042,26
26.178019,271.32104,26
26.311377,274.05313,26
26.77519,275.10403,26
26.77519,275.10403,26
26.484978,275.3571,26
23.288445,280.07834,26
26.806702,284.27957,26
31.22964,287.62317,26
34.238205,291.9556,26
34.237698,291.95972,26
33.69081,294.71194,26
33.685314,294.78113,26
37.207825,299.06927,26
42.158863,302.0573,26
46.042786,302.36435,26
47.764404,301.37885,26
53.07509,298.4221,26
57.3513,296.55283,26
60.45247,294.673,26
61.99937,295.33395,26
63.668655,299.45142,26
62.210693,304.63715,26
61.671688,310.3751,26
63.172314,316.18423,26
63.90298,319.57422,26
63.956482,322.56473,26
61.497448,327.99588,26
60.91549,330.13654,26
59.799328,335.94525,26
61.61875,341.6572,26
63.807903,343.60226,26
65.69876,344.03845,26
71.73499,344.72153,26
74.12225,344.7143,26
74.12225,344.7143,26
78.544975,344.2701,26
82.89549,344.2287,26
82.89549,344.2287,26
85.16623,343.17883,26
90.52317,340.68115,26
91.38377,339.9293,26
92.50482,335.32574,26
92.53797,332.01306,26
92.53797,332.01306,26
89.156555,329.61615,26
86.36572,327.49536,26
85.256744,324.63147,26
85.242516,324.59247,26
85.2196,324.60434,26
80.46192,326.8346,26
75.28752,329.86578,26
71.97126,331.83527,26
70.95234,332.92456,26
67.03694,337.44284,26
61.73725,339.1471,26
58.218197,334.77536,26
60.0337,329.06985,26
60.507565,323.11426,26
60.454094,317.16263,26
63.321007,311.8943,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
64.43615,309.22894,26
62.057728,305.3007,26
59.954586,299.87048,26
63.04896,295.10284,26
66.32097,290.2715,26
67.95437,286.776,26
67.02261,283.9365,26
66.49843,283.3857,26
66.40827,283.22717,26
62.424984,278.95844,26
57.502636,275.40356,26
52.837337,271.63474,26
47.222893,272.84622,26
42.0859,275.94604,26
36.9857,279.0775,26
35.919804,279.84708,26
30.884365,283.2523,26
25.661745,286.20035,26
20.073532,288.01202,26
14.074719,287.9155,26
8.085974,288.11566,26
3.8117516,288.2966,26
1.1489198,286.93158,26
-0.5342115,281.34973,26
-0.93273264,275.46878,26
-0.9925019,275.0624,26
-3.4511776,269.83496,26
-8.380429,266.4295,26
-11.002035,261.26743,26
-12.91661,256.45193,26
-12.91661,256.45193,26
-15.6129675,258.58057,26
-16.583067,259.04623,26
-20.89131,255.75893,26
-26.007786,252.71414,26
-31.484734,254.20747,26
-35.765903,258.38693,26
-39.711597,262.90082,26
-43.82222,267.37518,26
-49.62946,268.449,26
-54.918385,271.27188,26
-59.8259,274.71817,26
-64.61553,278.33188,26
-69.99618,280.39594,26
-75.75645,278.81445,26
-77.42566,273.32184,26
-77.79617,267.72806,26
-80.16687,262.3605,26
-80.15912,256.36053,26
-79.89485,250.30634,26
-78.925446,244.38522,26
-77.87426,238.56317,26
-77.092186,232.62433,26
-76.69162,226.63771,26
-79.04117,221.18268,26
-84.7352,219.38474,26
-88.43171,218.20813,26
-88.728584,219.23355,26
-89.3949,221.70502,26
-90.10814,226.77887,26
-89.3092,227.59283,26
-86.60403,230.13518,26
-86.60403,230.13518,26
-82.88237,230.47427,26
-76.92382,229.86111,26
-71.57203,232.20312,26
-68.65709,237.29025,26
-63.127502,239.22072,26
-62.425365,239.32056,26
-56.71832,240.72937,26
-53.870346,241.89827,26
-50.198647,240.7163,26
-46.42973,236.2194,26
-44.167763,231.97404,26
-38.92076,229.3643,26
-33.437977,230.71875,26
-31.310225,236.32106,26
-31.807676,237.99811,26
-31.807676,237.99811,26
-31.807676,237.99811,26
-31.807676,237.99811,26
-29.387615,241.67877,26
